path,title,meta_description,h1
/sell/cell-phone/google/pixel-7,"Sell Google Pixel 7 Brea, CA | OCBuyBack","Cash for Google Pixel 7 Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Pixel 7</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/google/pixel-7a,"Sell Google Pixel 7a Brea, CA | OCBuyBack","Cash for Google Pixel 7a Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Pixel 7a</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/google/pixel-8-pro,"Sell Google Pixel 8 Pro Brea, CA | OCBuyBack","Cash for Google Pixel 8 Pro Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Pixel 8 Pro</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/google/pixel-8,"Sell Google Pixel 8 Brea, CA | OCBuyBack","Cash for Google Pixel 8 Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Pixel 8</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/google/pixel-8a,"Sell Google Pixel 8a Brea, CA | OCBuyBack","Cash for Google Pixel 8a Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Pixel 8a</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/google/pixel-9-pro-fold,"Sell Google Pixel 9 Pro Fold Brea, CA | OCBuyBack","Cash for Google Pixel 9 Pro Fold Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Pixel 9 Pro Fold</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/google/pixel-9-pro-xl,"Sell Google Pixel 9 Pro XL Brea, CA | OCBuyBack","Cash for Google Pixel 9 Pro XL Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Pixel 9 Pro XL</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/google/pixel-9-pro,"Sell Google Pixel 9 Pro Brea, CA | OCBuyBack","Cash for Google Pixel 9 Pro Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Pixel 9 Pro</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/google/pixel-9,"Sell Google Pixel 9 Brea, CA | OCBuyBack","Cash for Google Pixel 9 Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Pixel 9</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/google/pixel-9a,"Sell Google Pixel 9a Brea, CA | OCBuyBack","Cash for Google Pixel 9a Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Pixel 9a</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/google/pixel-fold,"Sell Google Pixel Fold Brea, CA | OCBuyBack","Cash for Google Pixel Fold Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Pixel Fold</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/google,"Sell Google Phone Near Me Brea, CA | OCBuyBack","OCBuyBack specializes in buying used and broken Google phones Brea, CA 92821. Visit our website or stop by today for a quote.","Sell Google Cell Phone<br/> <span> in </span> <span>Brea, CA 92821</span>"
/sell/cell-phone/oneplus/10-pro,"Sell OnePlus 10 Pro Brea, CA | OCBuyBack","Cash for OnePlus 10 Pro Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell 10 Pro</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/oneplus/11,"Sell OnePlus 11 Brea, CA | OCBuyBack","Cash for OnePlus 11 Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell 11</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/oneplus/12,"Sell OnePlus 12 Brea, CA | OCBuyBack","Cash for OnePlus 12 Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell 12</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/oneplus/12r,"Sell OnePlus 12R Brea, CA | OCBuyBack","Cash for OnePlus 12R Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell 12R</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/oneplus/13,"Sell OnePlus 13 Brea, CA | OCBuyBack","Cash for OnePlus 13 Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell 13</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/oneplus/13r,"Sell OnePlus 13R Brea, CA | OCBuyBack","Cash for OnePlus 13R Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell 13R</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/oneplus/15,"Sell OnePlus 15 Brea, CA | OCBuyBack","Cash for OnePlus 15 Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell 15</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/oneplus/15r,"Sell OnePlus 15R Brea, CA | OCBuyBack","Cash for OnePlus 15R Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell 15R</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/oneplus/8-5g,"Sell OnePlus 8 5G Brea, CA | OCBuyBack","Cash for OnePlus 8 5G Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell 8 5G</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/oneplus/8-pro,"Sell OnePlus 8 Pro Brea, CA | OCBuyBack","Cash for OnePlus 8 Pro Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell 8 Pro</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/oneplus/9-pro,"Sell OnePlus 9 Pro Brea, CA | OCBuyBack","Cash for OnePlus 9 Pro Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell 9 Pro</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/oneplus/9,"Sell OnePlus 9 Brea, CA | OCBuyBack","Cash for OnePlus 9 Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell 9</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/oneplus/open,"Sell OnePlus Open Brea, CA | OCBuyBack","Cash for OnePlus Open Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Open</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/oneplus,"Sell OnePlus Phone Near Me Brea, CA | OCBuyBack","OCBuyBack specializes in buying used and broken OnePlus phones Brea, CA 92821. Visit our website or stop by today for a quote.","Sell OnePlus Cell Phone<br/> <span> in </span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-note-20-ultra,"Sell Samsung Galaxy Note 20 Ultra Brea, CA | OCBuyBack","Cash for Samsung Galaxy Note 20 Ultra Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy Note 20 Ultra</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-note-20,"Sell Samsung Galaxy Note 20 Brea, CA | OCBuyBack","Cash for Samsung Galaxy Note 20 Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy Note 20</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-s21-fe,"Sell Samsung Galaxy S21 FE Brea, CA | OCBuyBack","Cash for Samsung Galaxy S21 FE Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy S21 FE</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-s21-plus,"Sell Samsung Galaxy S21 Plus Brea, CA | OCBuyBack","Cash for Samsung Galaxy S21 Plus Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy S21 Plus</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-s21-ultra,"Sell Samsung Galaxy S21 Ultra Brea, CA | OCBuyBack","Cash for Samsung Galaxy S21 Ultra Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy S21 Ultra</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-s21,"Sell Samsung Galaxy S21 Brea, CA | OCBuyBack","Cash for Samsung Galaxy S21 Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy S21</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-s22-plus,"Sell Samsung Galaxy S22 Plus Brea, CA | OCBuyBack","Cash for Samsung Galaxy S22 Plus Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy S22 Plus</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-s22-ultra,"Sell Samsung Galaxy S22 Ultra Brea, CA | OCBuyBack","Cash for Samsung Galaxy S22 Ultra Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy S22 Ultra</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-s22,"Sell Samsung Galaxy S22 Brea, CA | OCBuyBack","Cash for Samsung Galaxy S22 Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy S22</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-s23-fe,"Sell Samsung Galaxy S23 FE Brea, CA | OCBuyBack","Cash for Samsung Galaxy S23 FE Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy S23 FE</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-s23-plus,"Sell Samsung Galaxy S23 Plus Brea, CA | OCBuyBack","Cash for Samsung Galaxy S23 Plus Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy S23 Plus</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-s23-ultra,"Sell Samsung Galaxy S23 Ultra Brea, CA | OCBuyBack","Cash for Samsung Galaxy S23 Ultra Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy S23 Ultra</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-s23,"Sell Samsung Galaxy S23 Brea, CA | OCBuyBack","Cash for Samsung Galaxy S23 Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy S23</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-s24-fe,"Sell Samsung Galaxy S24 Fe Brea, CA | OCBuyBack","Cash for Samsung Galaxy S24 Fe Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy S24 Fe</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-s24-plus,"Sell Samsung Galaxy S24 Plus Brea, CA | OCBuyBack","Cash for Samsung Galaxy S24 Plus Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy S24 Plus</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-s24-ultra,"Sell Samsung Galaxy S24 Ultra Brea, CA | OCBuyBack","Cash for Samsung Galaxy S24 Ultra Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy S24 Ultra</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-s24,"Sell Samsung Galaxy S24 Brea, CA | OCBuyBack","Cash for Samsung Galaxy S24 Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy S24</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-s25-edge,"Sell Samsung Galaxy S25 Edge Brea, CA | OCBuyBack","Cash for Samsung Galaxy S25 Edge Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy S25 Edge</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-s25-fe,"Sell Samsung Galaxy S25 FE Brea, CA | OCBuyBack","Cash for Samsung Galaxy S25 FE Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy S25 FE</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-s25-plus,"Sell Samsung Galaxy S25 Plus Brea, CA | OCBuyBack","Cash for Samsung Galaxy S25 Plus Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy S25 Plus</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-s25-ultra,"Sell Samsung Galaxy S25 Ultra Brea, CA | OCBuyBack","Cash for Samsung Galaxy S25 Ultra Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy S25 Ultra</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-s25,"Sell Samsung Galaxy S25 Brea, CA | OCBuyBack","Cash for Samsung Galaxy S25 Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy S25</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-s26-plus,"Sell Samsung Galaxy S26 Plus Brea, CA | OCBuyBack","Cash for Samsung Galaxy S26 Plus Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy S26 Plus</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-s26-ultra,"Sell Samsung Galaxy S26 Ultra Brea, CA | OCBuyBack","Cash for Samsung Galaxy S26 Ultra Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy S26 Ultra</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-s26,"Sell Samsung Galaxy S26 Brea, CA | OCBuyBack","Cash for Samsung Galaxy S26 Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy S26</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-z-flip4,"Sell Samsung Galaxy Z Flip4 Brea, CA | OCBuyBack","Cash for Samsung Galaxy Z Flip4 Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy Z Flip4</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-z-flip5,"Sell Samsung Galaxy Z Flip5 Brea, CA | OCBuyBack","Cash for Samsung Galaxy Z Flip5 Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy Z Flip5</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-z-flip6,"Sell Samsung Galaxy Z Flip6 Brea, CA | OCBuyBack","Cash for Samsung Galaxy Z Flip6 Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy Z Flip6</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-z-flip7-fe,"Sell Samsung Galaxy Z Flip7 FE Brea, CA | OCBuyBack","Cash for Samsung Galaxy Z Flip7 FE Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy Z Flip7 FE</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-z-flip7,"Sell Samsung Galaxy Z Flip7 Brea, CA | OCBuyBack","Cash for Samsung Galaxy Z Flip7 Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy Z Flip7</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-z-fold5,"Sell Samsung Galaxy Z Fold5 Brea, CA | OCBuyBack","Cash for Samsung Galaxy Z Fold5 Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy Z Fold5</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-z-fold6,"Sell Samsung Galaxy Z Fold6 Brea, CA | OCBuyBack","Cash for Samsung Galaxy Z Fold6 Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy Z Fold6</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung/galaxy-z-fold7,"Sell Samsung Galaxy Z Fold7 Brea, CA | OCBuyBack","Cash for Samsung Galaxy Z Fold7 Brea, CA 92821. Visit our website or stop by today for a quote.","<strong> Sell Galaxy Z Fold7</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/cell-phone/samsung,"Sell Samsung Phone Near Me Brea, CA | OCBuyBack","OCBuyBack specializes in buying used and broken Samsung phones Brea, CA 92821. Visit our website or stop by today for a quote.","Sell Samsung Cell Phone<br/> <span> in </span> <span>Brea, CA 92821</span>"
/sell/cell-phone,"Sell Cell Phone Near Me Brea, CA | OCBuyBack","OCBuyBack is the number one cell phone trade-in spot around Brea, CA. Call us today or stop by to get cash for your cell phone.","Sell Cell Phone<br/> <span> in </span> <span>Brea, CA 92821</span>"
/sell/game-console/asus/rog-ally-x,Sell ROG Ally X for cash today! | OCBuyBack,"OCBuyBack offers cash for your ROG Ally X. We also buy XBOX, PS4, Switch, and more. Click for your offer.","<strong> Sell ROG Ally X</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/game-console/asus/rog-ally,Sell rog ally for cash today! | OCBuyBack,"OCBuyBack offers cash for your rog ally. We also buy XBOX, PS4, Switch, and more. Click for your offer.","<strong> Sell rog ally</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/game-console/microsoft/xbox-one-s,Sell Xbox One S for cash today! | OCBuyBack,"OCBuyBack offers cash for your Xbox One S. We also buy XBOX, PS4, Switch, and more. Click for your offer.","<strong> Sell Xbox One S</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/game-console/microsoft/xbox-series-s,Sell Xbox Series S for cash today! | OCBuyBack,"OCBuyBack offers cash for your Xbox Series S. We also buy XBOX, PS4, Switch, and more. Click for your offer.","<strong> Sell Xbox Series S</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/game-console/microsoft/xbox-series-x,Sell Xbox Series X for cash today! | OCBuyBack,"OCBuyBack offers cash for your Xbox Series X. We also buy XBOX, PS4, Switch, and more. Click for your offer.","<strong> Sell Xbox Series X</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/game-console/microsoft,Sell Microsoft Game Console | OCBuyBack,"OCBuyBack offers cash for your Microsoft game console. We buy XBOX, PS4, Switch, and more and pay cash.","Sell Microsoft Game Console<br/> <span> in </span> <span>Brea, CA 92821</span>"
/sell/game-console/nintendo/switch-2,Sell Switch 2 for cash today! | OCBuyBack,"OCBuyBack offers cash for your Switch 2. We also buy XBOX, PS4, Switch, and more. Click for your offer.","<strong> Sell Switch 2</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/game-console/nintendo/switch-lite,Sell Switch Lite for cash today! | OCBuyBack,"OCBuyBack offers cash for your Switch Lite. We also buy XBOX, PS4, Switch, and more. Click for your offer.","<strong> Sell Switch Lite</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/game-console/nintendo/switch-oled,Sell Switch OLED for cash today! | OCBuyBack,"OCBuyBack offers cash for your Switch OLED. We also buy XBOX, PS4, Switch, and more. Click for your offer.","<strong> Sell Switch OLED</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/game-console/nintendo/switch,Sell Switch for cash today! | OCBuyBack,"OCBuyBack offers cash for your Switch. We also buy XBOX, PS4, Switch, and more. Click for your offer.","<strong> Sell Switch</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/game-console/nintendo,Sell Nintendo Game Console | OCBuyBack,"OCBuyBack offers cash for your Nintendo game console. We buy XBOX, PS4, Switch, and more and pay cash.","Sell Nintendo Game Console<br/> <span> in </span> <span>Brea, CA 92821</span>"
/sell/game-console/sony/playstation-portal,Sell playstation portal for cash today! | OCBuyBack,"OCBuyBack offers cash for your playstation portal. We also buy XBOX, PS4, Switch, and more. Click for your offer.","<strong> Sell playstation portal</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/game-console/sony/ps4-pro,Sell ps4 pro for cash today! | OCBuyBack,"OCBuyBack offers cash for your ps4 pro. We also buy XBOX, PS4, Switch, and more. Click for your offer.","<strong> Sell ps4 pro</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/game-console/sony/ps4-slim,Sell ps4 slim for cash today! | OCBuyBack,"OCBuyBack offers cash for your ps4 slim. We also buy XBOX, PS4, Switch, and more. Click for your offer.","<strong> Sell ps4 slim</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/game-console/sony/ps4,Sell ps4 for cash today! | OCBuyBack,"OCBuyBack offers cash for your ps4. We also buy XBOX, PS4, Switch, and more. Click for your offer.","<strong> Sell ps4</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/game-console/sony/ps5-digital-edition,Sell ps5 digital edition for cash today! | OCBuyBack,"OCBuyBack offers cash for your ps5 digital edition. We also buy XBOX, PS4, Switch, and more. Click for your offer.","<strong> Sell ps5 digital edition</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/game-console/sony/ps5-pro,Sell ps5 pro for cash today! | OCBuyBack,"OCBuyBack offers cash for your ps5 pro. We also buy XBOX, PS4, Switch, and more. Click for your offer.","<strong> Sell ps5 pro</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/game-console/sony/ps5-slim-digital-edition,Sell ps5 slim digital edition for cash today! | OCBuyBack,"OCBuyBack offers cash for your ps5 slim digital edition. We also buy XBOX, PS4, Switch, and more. Click for your offer.","<strong> Sell ps5 slim digital edition</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/game-console/sony/ps5-slim,Sell ps5 slim for cash today! | OCBuyBack,"OCBuyBack offers cash for your ps5 slim. We also buy XBOX, PS4, Switch, and more. Click for your offer.","<strong> Sell ps5 slim</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/game-console/sony/ps5,Sell ps5 for cash today! | OCBuyBack,"OCBuyBack offers cash for your ps5. We also buy XBOX, PS4, Switch, and more. Click for your offer.","<strong> Sell ps5</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/game-console/sony,Sell Sony Game Console | OCBuyBack,"OCBuyBack offers cash for your Sony game console. We buy XBOX, PS4, Switch, and more and pay cash.","Sell Sony Game Console<br/> <span> in </span> <span>Brea, CA 92821</span>"
/sell/game-console/valve/steam-deck-oled,Sell Steam Deck OLED for cash today! | OCBuyBack,"OCBuyBack offers cash for your Steam Deck OLED. We also buy XBOX, PS4, Switch, and more. Click for your offer.","<strong> Sell Steam Deck OLED</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/game-console,"Sell XBOX, PS4, Switch, Console Near Me Brea, CA | OCBuyBack","OCBuyBack offers cash for your game console. We buy XBOX, PS4, Switch, and more and pay cash.","Sell Game Console<br/> <span> in </span> <span>Brea, CA 92821</span>"
/sell/gopro/gopro/hero-10,"Sell GoPro Hero 10 Near Me Brea, CA | OCBuyBack","Sell your GoPro Hero 10 for cash in Brea, CA.","<strong> Sell Hero 10</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/gopro/gopro/hero-11-black-mini,"Sell GoPro Hero 11 Black Mini Near Me Brea, CA | OCBuyBack","Sell your GoPro Hero 11 Black Mini for cash in Brea, CA.","<strong> Sell Hero 11 Black Mini</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/gopro/gopro/hero-11-black,"Sell GoPro Hero 11 Black Near Me Brea, CA | OCBuyBack","Sell your GoPro Hero 11 Black for cash in Brea, CA.","<strong> Sell Hero 11 Black</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/gopro/gopro/hero-12-black,"Sell GoPro Hero 12 Black Near Me Brea, CA | OCBuyBack","Sell your GoPro Hero 12 Black for cash in Brea, CA.","<strong> Sell Hero 12 Black</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/gopro/gopro/hero-8-black,"Sell GoPro Hero 8 Black Near Me Brea, CA | OCBuyBack","Sell your GoPro Hero 8 Black for cash in Brea, CA.","<strong> Sell Hero 8 Black</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/gopro/gopro/hero-9-black,"Sell GoPro Hero 9 Black Near Me Brea, CA | OCBuyBack","Sell your GoPro Hero 9 Black for cash in Brea, CA.","<strong> Sell Hero 9 Black</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/gopro/gopro/max,"Sell GoPro Max Near Me Brea, CA | OCBuyBack","Sell your GoPro Max for cash in Brea, CA.","<strong> Sell Max</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/gopro/gopro,"Sell GoPro GoPro Near Me Brea, CA | OCBuyBack","Sell your GoPro GoPro for cash Brea, CA 92821.","Sell GoPro GoPro<br/> <span> in </span> <span>Brea, CA 92821</span>"
/sell/gopro,"Sell GoPro Near Me Brea, CA | OCBuyBack","Tade-in GoPro for cash at OCBuyBack in Brea, CA.","Sell GoPro<br/> <span> in </span> <span>Brea, CA 92821</span>"
/sell/headphones/apple/airpods-max,"Sell Apple AirPods Max Near Me Brea, CA | OCBuyBack","Sell Apple AirPods Max in Brea, CA 92821.","<strong> Sell AirPods Max</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/headphones/apple,,,
/sell/headphones,"Sell Headphones Near Me Brea, CA | OCBuyBack","Sell Headphones Brea, CA 92821.","Sell Headphones<br/> <span> in </span> <span>Brea, CA 92821</span>"
/sell/ipod/apple/ipod-touch-7th-gen,"Sell iPod Touch 7th Gen Near Me Brea, CA | OCBuyBack","Cash for iPod Touch 7th Gen Gear in Brea, CA.","<strong> Sell iPod Touch 7th Gen</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/ipod/apple,,,
/sell/ipod,"Sell iPod Near Me Brea, CA | OCBuyBack",OCBuyBack offers cash for used and broken iPods. Visit our website for a quote today!,"Sell iPod<br/> <span> in </span> <span>Brea, CA 92821</span>"
/sell/smartwatch/apple/series-10-gps-cellular,"Sell Apple Watch Series 10 GPS + Cellular Brea, CA | OCBuyBack","OCBuyBack pays cash for your Series 10 GPS + Cellular Apple Watch in Brea, CA.","<strong> Sell Series 10 GPS + Cellular</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/smartwatch/apple/series-10-gps,"Sell Apple Watch Series 10 GPS Brea, CA | OCBuyBack","OCBuyBack pays cash for your Series 10 GPS Apple Watch in Brea, CA.","<strong> Sell Series 10 GPS</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/smartwatch/apple/series-11-gps-plus-cellular,"Sell Apple Watch Series 11 GPS + Cellular Brea, CA | OCBuyBack","OCBuyBack pays cash for your Series 11 GPS + Cellular Apple Watch in Brea, CA.","<strong> Sell Series 11 GPS + Cellular</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
/sell/smartwatch/apple/series-11-gps,"Sell Apple Watch Series 11 GPS Brea, CA | OCBuyBack","OCBuyBack pays cash for your Series 11 GPS Apple Watch in Brea, CA.","<strong> Sell Series 11 GPS</strong><br/> <span>in</span> <span>Brea, CA 92821</span>"
